OID_,year,Date,Subregion,Habitat,SiteID,SiteName,StationID,Surveyed_all_years,points,Acropora_cervicornis,Acropora_palmata,Agaricia_fragilis,Agaricia_lamarcki,Cladocora_arbuscula,Colpophyllia_natans,Dendrogyra_cylindrus,Dichocoenia_stokesii,Diploria_labyrinthiformis,Eusmilia_fastigiata,Favia_fragum,Helioseris_cucullata,Isophyllia_rigida,Isophyllia_sinuosa,Madracis_aurentenra,Madracis_decactis_complex,Manicina_areolata,Meandrina_meandrites,Millepora_alcicornis,Millepora_complanata,Montastraea_cavernosa,Mussa_angulosa,Mycetophyllia_aliciae,Mycetophyllia_ferox,Mycetophyllia_lamarckiana_complex,Oculina_diffusa,Oculina_robusta,Orbicella_annularis_complex,Phyllangia_americana,Porites_astreoides,Porites_porites_complex,Pseudodiploria_clivosa,Pseudodiploria_strigosa,Scleractinia,Scolymia_sp,Siderastrea_radians,Siderastrea_siderea,Solenastrea_bournoni,Stephanocoenia_intersepta,Undaria_agaricites_complex
65,1996,9/11/1996 0:00:00,LK,P,40,Jaap Reef,401,Y,537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0168,0.0,0.0,0.0,0.0,0.0,0.0,0.3166,0.0,0.0056,0.0,0.0,0.0,0.0168,0.0,0.0,0.0,0.0,0.0,0.0
66,1996,9/11/1996 0:00:00,LK,P,40,Jaap Reef,402,Y,605,0.0,0.0,0.0,0.0,0.0,0.0182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.3868,0.0,0.0215,0.0,0.0,0.0116,0.0,0.0,0.0,0.0083,0.0,0.0,0.0
67,1996,9/11/1996 0:00:00,LK,P,40,Jaap Reef,403,N,539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.308,0.0,0.0074,0.013,0.0074,0.0,0.0,0.0,0.0,0.0427,0.0,0.0,0.0
68,1996,9/11/1996 0:00:00,LK,P,40,Jaap Reef,404,Y,559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0161,0.0,0.0,0.0,0.0,0.0,0.0,0.1825,0.0,0.0089,0.0,0.0,0.0089,0.0,0.0,0.0,0.0018,0.0,0.0,0.0
69,1996,7/22/1996 0:00:00,UK,OS,50,Carysfort Shallow,501,Y,538,0.0,0.1729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0112,0.0,0.0,0.0,0.0056,0.0,0.0,0.0,0.0,0.0,0.0
70,1996,7/22/1996 0:00:00,UK,OS,50,Carysfort Shallow,502,Y,507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0237,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059,0.0,0.0099,0.0,0.0,0.0,0.0,0.0079,0.0,0.0,0.0
71,1996,7/20/1996 0:00:00,UK,OS,50,Carysfort Shallow,503,Y,575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0052,0.0383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0087,0.0,0.0,0.0,0.0,0.0,0.0,0.0035,0.0,0.0,0.0
72,1996,7/20/1996 0:00:00,UK,OS,50,Carysfort Shallow,504,N,518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019,0.0,0.0154,0.0,0.0,0.0,0.0116,0.0,0.0,0.0,0.0,0.0,0.0019
73,1996,7/22/1996 0:00:00,UK,OS,51,Grecian Rocks,511,Y,584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0086,0.0,0.0,0.0,0.0,0.0,0.0,0.3459,0.0,0.0,0.0,0.0,0.012,0.0103,0.0,0.0,0.0,0.0,0.0,0.0
74,1996,7/22/1996 0:00:00,UK,OS,51,Grecian Rocks,512,Y,496,0.0,0.0685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.002,0.006,0.0,0.0,0.0
75,1996,7/19/1996 0:00:00,UK,OS,51,Grecian Rocks,513,Y,536,0.0,0.0,0.0,0.0,0.0,0.0187,0.0,0.0056,0.0131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0056,0.0,0.0,0.0,0.0,0.0,0.0,0.0504,0.0,0.0037,0.0019,0.0,0.0,0.0,0.0,0.0,0.0112,0.0,0.0,0.0056
76,1996,7/19/1996 0:00:00,UK,OS,51,Grecian Rocks,514,Y,625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0112,0.0032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0272,0.0064,0.0,0.0,0.0032,0.0,0.0,0.0,0.0,0.0,0.0
77,1996,7/18/1996 0:00:00,UK,OS,52,Molasses Shallow,521,Y,449,0.0,0.0356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0111,0.0,0.029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022
78,1996,7/18/1996 0:00:00,UK,OS,52,Molasses Shallow,522,Y,590,0.0,0.1661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0051,0.0,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,1996,7/18/1996 0:00:00,UK,OS,52,Molasses Shallow,523,Y,579,0.0,0.0173,0.0,0.0,0.0,0.0,0.0,0.0,0.0138,0.0,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0173,0.0,0.0,0.0,0.0,0.0,0.0155,0.0,0.0,0.0,0.0,0.0,0.0017
80,1996,7/23/1996 0:00:00,UK,OS,52,Molasses Shallow,524,N,470,0.0,0.0532,0.0,0.0,0.0,0.0,0.0,0.0021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0085,0.0106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,1996,8/14/1996 0:00:00,UK,OS,53,Conch Shallow,531,Y,491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0041,0.0061,0.0183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0081,0.0,0.0,0.002
82,1996,8/14/1996 0:00:00,UK,OS,53,Conch Shallow,532,N,493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,1996,8/14/1996 0:00:00,UK,OS,53,Conch Shallow,533,Y,481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0166,0.0021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062,0.0,0.0,0.0021
84,1996,8/14/1996 0:00:00,UK,OS,53,Conch Shallow,534,Y,588,0.0,0.0,0.0,0.0,0.0,0.0,0.182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0102,0.0,0.0,0.0034,0.0,0.0,0.0
85,1996,8/13/1996 0:00:00,MK,OS,54,Alligator Shallow,541,Y,479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021,0.0,0.0,0.0021
86,1996,8/13/1996 0:00:00,MK,OS,54,Alligator Shallow,542,Y,580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0069,0.0224,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,1996,8/13/1996 0:00:00,MK,OS,54,Alligator Shallow,543,Y,579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035,0.0052,0.0069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,1996,8/13/1996 0:00:00,MK,OS,54,Alligator Shallow,544,N,520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0077,0.0,0.0,0.0,0.0019,0.0,0.0,0.0019,0.0,0.0,0.0
89,1996,8/16/1996 0:00:00,MK,OS,55,Tennessee Shallow,551,N,600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017,0.0,0.0033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0133,0.0,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,1996,8/16/1996 0:00:00,MK,OS,55,Tennessee Shallow,552,Y,510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0118,0.0,0.0039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.002,0.0,0.0,0.002,0.0,0.0,0.0
91,1996,8/16/1996 0:00:00,MK,OS,55,Tennessee Shallow,553,Y,600,0.0,0.0,0.0,0.0,0.0,0.0067,0.0,0.0083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0133,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017,0.0,0.0,0.0,0.0033,0.0,0.0,0.0,0.0,0.0,0.0
92,1996,8/16/1996 0:00:00,MK,OS,55,Tennessee Shallow,554,Y,580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0207,0.0,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0017,0.0,0.0052,0.0,0.0,0.0034,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,1996,9/9/1996 0:00:00,MK,OS,56,Sombrero Shallow,561,Y,527,0.0,0.0,0.0,0.0,0.0,0.0304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0114,0.0,0.0,0.0,0.0,0.0,0.0,0.1271,0.0,0.0228,0.0,0.0,0.0,0.0,0.0,0.0,0.0171,0.0,0.0,0.0
94,1996,9/9/1996 0:00:00,MK,OS,56,Sombrero Shallow,562,Y,646,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0124,0.0,0.0,0.0
95,1996,9/9/1996 0:00:00,MK,OS,56,Sombrero Shallow,563,Y,557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0467,0.0,0.0,0.0,0.0,0.0,0.0018,0.0,0.0,0.0054,0.0,0.0,0.0036
96,1996,9/9/1996 0:00:00,MK,OS,56,Sombrero Shallow,564,Y,633,0.0,0.1501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016,0.0095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,1996,9/12/1996 0:00:00,LK,OS,57,Looe Key Shallow,571,N,620,0.0,0.0,0.0,0.0,0.0,0.0597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0194,0.0,0.0048,0.0,0.0,0.0,0.0,0.0,0.0,0.0839,0.0,0.0048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032
98,1996,9/12/1996 0:00:00,LK,OS,57,Looe Key Shallow,572,Y,600,0.0067,0.0,0.0,0.0,0.0,0.0017,0.0,0.0,0.0533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0117,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.0,0.005,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017,0.0033
99,1996,9/12/1996 0:00:00,LK,OS,57,Looe Key Shallow,573,Y,556,0.0018,0.0,0.0,0.0,0.0,0.0054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,1996,9/12/1996 0:00:00,LK,OS,57,Looe Key Shallow,574,Y,825,0.0,0.0,0.0,0.0,0.0,0.0121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0133,0.0024,0.0061,0.0,0.0,0.0,0.0012,0.0,0.0,0.3345,0.0,0.0085,0.0,0.0,0.0,0.0,0.0,0.0,0.0036,0.0,0.0,0.0
101,1996,6/12/1996 0:00:00,LK,OS,58,Eastern Sambo Shallow,581,N,579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0155,0.0,0.0104,0.0,0.0,0.0,0.0104,0.0,0.0,0.0,0.0,0.0,0.0
102,1996,6/12/1996 0:00:00,LK,OS,58,Eastern Sambo Shallow,582,Y,520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1769,0.0019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,1996,6/12/1996 0:00:00,LK,OS,58,Eastern Sambo Shallow,583,Y,479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,1996,6/12/1996 0:00:00,LK,OS,58,Eastern Sambo Shallow,584,Y,498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.1064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0141,0.0,0.0522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,1996,6/11/1996 0:00:00,LK,OS,59,Western Sambo Shallow,591,Y,445,0.0,0.1663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,1996,6/11/1996 0:00:00,LK,OS,59,Western Sambo Shallow,592,Y,477,0.0021,0.1866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063,0.0042,0.0,0.0,0.0,0.0,0.0,0.0,0.0168,0.0,0.0105,0.0,0.0,0.0,0.0,0.0,0.0,0.0168,0.0,0.0,0.0
107,1996,6/11/1996 0:00:00,LK,OS,59,Western Sambo Shallow,593,N,577,0.0,0.0953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0173,0.0,0.0,0.0,0.0017,0.0,0.0,0.0,0.0,0.0,0.0035
108,1996,6/12/1996 0:00:00,LK,OS,59,Western Sambo Shallow,594,Y,595,0.0,0.0134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1294,0.0034,0.0,0.0,0.0,0.0,0.0,0.0,0.0286,0.0,0.0218,0.0,0.0,0.0,0.0034,0.0,0.0,0.0118,0.0,0.0,0.0
109,1996,6/6/1996 0:00:00,LK,OS,60,Rock Key Shallow,601,Y,568,0.0,0.0299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.0,0.0018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,1996,6/6/1996 0:00:00,LK,OS,60,Rock Key Shallow,602,Y,616,0.0211,0.0422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0049,0.0,0.0016,0.0,0.0,0.0,0.0,0.0,0.0,0.0032,0.0,0.0,0.0016
111,1996,6/6/1996 0:00:00,LK,OS,60,Rock Key Shallow,603,Y,462,0.0022,0.145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022,0.0043,0.0043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0173,0.0,0.0,0.0,0.0,0.0022,0.0,0.0,0.0
112,1996,6/6/1996 0:00:00,LK,OS,60,Rock Key Shallow,604,Y,542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018,0.1015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0055,0.0,0.0424,0.0,0.0,0.0,0.0074,0.0,0.0,0.0018,0.0,0.0,0.0018
113,1996,6/4/1996 0:00:00,LK,OS,61,Sand Key Shallow,611,N,527,0.0,0.0702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0019,0.0,0.0057,0.0,0.0,0.0,0.0,0.0,0.0,0.0114,0.0,0.0,0.0
114,1996,6/5/1996 0:00:00,LK,OS,61,Sand Key Shallow,612,Y,603,0.0,0.0945,0.0,0.0,0.0,0.0,0.0,0.0,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017,0.0182,0.0,0.0,0.0,0.0,0.0,0.0,0.0597,0.0,0.0116,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0017
115,1996,6/5/1996 0:00:00,LK,OS,61,Sand Key Shallow,613,Y,595,0.0,0.0756,0.0,0.0,0.0,0.0,0.0303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017,0.0134,0.0151,0.0,0.0,0.0,0.0,0.0,0.0,0.0084,0.0,0.0017,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0017
116,1996,6/5/1996 0:00:00,LK,OS,61,Sand Key Shallow,614,Y,528,0.0,0.0227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0189,0.0,0.0,0.0
117,1996,7/24/1996 0:00:00,UK,OD,70,Carysfort Deep,701,Y,496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0101,0.0,0.002,0.0,0.0,0.0,0.0,0.0161,0.0,0.0,0.0121,0.0,0.0,0.0141,0.0,0.0,0.0081,0.0,0.0,0.004
118,1996,7/24/1996 0:00:00,UK,OD,70,Carysfort Deep,702,Y,600,0.0,0.0,0.0,0.0,0.0,0.0033,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.005,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0333,0.0,0.0,0.005,0.0,0.0017,0.0017
119,1996,7/20/1996 0:00:00,UK,OD,70,Carysfort Deep,703,N,471,0.0,0.0,0.0,0.0,0.0,0.0106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021,0.0,0.0085,0.0,0.0,0.0,0.0,0.0,0.0,0.087,0.0,0.0,0.0,0.0,0.0,0.0021,0.0,0.0,0.0212,0.0021,0.0,0.0
120,1996,7/20/1996 0:00:00,UK,OD,70,Carysfort Deep,704,N,559,0.0,0.0,0.0,0.0,0.0,0.0072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0054,0.0,0.0018,0.0,0.0,0.0,0.0,0.0,0.0,0.0859,0.0,0.0,0.0179,0.0,0.0,0.0,0.0,0.0,0.0018,0.0,0.0,0.0107
121,1996,7/16/1996 0:00:00,UK,OD,72,Molasses Deep,721,Y,590,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0169,0.0,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0085,0.0,0.0,0.0,0.0,0.0,0.0068,0.0,0.0,0.0,0.0,0.0,0.0
122,1996,7/16/1996 0:00:00,UK,OD,72,Molasses Deep,722,Y,543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0055,0.0,0.0018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037,0.0,0.0,0.0092,0.0,0.0,0.0,0.0,0.0,0.0,0.0018
123,1996,7/18/1996 0:00:00,UK,OD,72,Molasses Deep,723,N,496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0101,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0
124,1996,7/18/1996 0:00:00,UK,OD,72,Molasses Deep,724,N,594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0101,0.0,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0017,0.0,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,1996,10/10/1996 0:00:00,UK,OD,73,Conch Deep,731,N,600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017,0.0117,0.0,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0133,0.0,0.0017,0.0,0.0,0.0,0.0117,0.0,0.0,0.0033,0.0,0.0,0.0017
126,1996,10/10/1996 0:00:00,UK,OD,73,Conch Deep,732,N,702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0057,0.0114,0.0,0.0114,0.0,0.0,0.0,0.0,0.0,0.0,0.0399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028,0.0,0.0128,0.0
127,1996,10/10/1996 0:00:00,UK,OD,73,Conch Deep,733,Y,814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012,0.0012,0.0,0.0,0.0307,0.0,0.0012,0.0,0.0,0.0,0.0,0.0,0.0,0.0197,0.0,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0012,0.0,0.0,0.0025
128,1996,10/10/1996 0:00:00,UK,OD,73,Conch Deep,734,Y,621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0129,0.0,0.0016,0.0064,0.0,0.0016,0.0,0.0,0.0,0.0,0.0,0.0081,0.0016
129,1996,8/13/1996 0:00:00,MK,OD,74,Alligator Deep,741,N,592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068,0.027,0.0,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068,0.0,0.0,0.0017,0.0,0.0,0.0,0.0,0.0,0.0
